,lab,no_seats,simul_users,tot_no_sess,tot_no_users,hours_per_seat,sess_per_seat,avg_min_sess,tot_hrs_per_lab,date,type
1719,acs-wlh2217c,5,5,99,75,26.4,19,83,132.0,2015-04-19,Windows
1718,acs-wlh2217a,10,6,36,18,6.2,3,124,62.0,2015-04-19,Windows
1726,acs-yh3020,23,10,142,44,9.0,6,90,207.0,2015-04-19,Windows
1645,ALL-VLAB,87,72,3719,1455,26.2,42,37,2279.4,2015-04-19,Windows
1695,acs-nsb2319,2,2,3,2,1.3,1,79,2.6,2015-04-19,Windows
38,acs-cpmc207,1,0,0,0,0.0,0,0,0.0,2015-04-19,Mac
55,acs-raza,8,7,107,66,5.8,13,26,46.4,2015-04-19,Mac
54,acs-pch440,2,2,6,2,4.1,3,82,8.2,2015-04-19,Mac
52,acs-pch240,2,2,6,2,1.5,3,30,3.0,2015-04-19,Mac
51,acs-osb10,1,1,1,1,0.6,1,34,0.6,2015-04-19,Mac
50,acs-mgh2116,1,1,2,2,0.0,2,1,0.0,2015-04-19,Mac
49,acs-may4623,10,5,27,15,1.9,2,55,19.0,2015-04-19,Mac
48,acs-may2326,1,1,2,1,0.2,2,6,0.2,2015-04-19,Mac
47,acs-may2306,7,6,44,43,8.7,6,86,60.9,2015-04-19,Mac
46,acs-may2130,7,7,85,81,9.5,12,47,66.5,2015-04-19,Mac
45,acs-may2110,8,7,84,81,8.2,10,49,65.6,2015-04-19,Mac
44,acs-manb206,37,30,273,177,6.2,7,52,229.4,2015-04-19,Mac
43,acs-manb114,12,12,287,143,19.9,23,51,238.8,2015-04-19,Mac
42,acs-hss6033,1,1,5,4,0.3,5,3,0.3,2015-04-19,Mac
41,acs-gl1w,18,17,400,240,23.5,22,64,423.0,2015-04-19,Mac
40,acs-gh18b,9,6,37,27,3.0,4,44,27.0,2015-04-19,Mac
39,acs-gh145,1,1,9,4,6.2,9,41,6.2,2015-04-19,Mac
37,acs-cpmc205,1,1,3,2,21.1,3,421,21.1,2015-04-19,Mac
36,acs-cpmc204,7,3,31,16,2.5,4,36,17.5,2015-04-19,Mac
35,acs-cpmc201,1,1,1,1,10.0,1,600,10.0,2015-04-19,Mac
34,acs-cntr315,25,11,174,101,4.8,6,48,120.0,2015-04-19,Mac
33,acs-blb,5,4,52,33,11.7,10,70,58.5,2015-04-19,Mac
56,acs-rcl,1,1,181,153,13.7,181,4,13.7,2015-04-19,Mac
57,acs-rh228,3,2,8,3,1.7,2,51,5.1,2015-04-19,Mac
53,acs-pch264,24,11,324,189,9.9,13,45,237.6,2015-04-19,Mac
59,acs-sungod,9,9,406,317,22.2,45,29,199.8,2015-04-19,Mac
58,acs-rimac,3,3,121,93,13.1,40,19,39.3,2015-04-19,Mac
65,acs-york3070,26,17,84,69,2.8,3,56,72.8,2015-04-19,Mac
64,acs-york3060,8,4,16,12,2.1,2,63,16.8,2015-04-19,Mac
63,acs-york1310,22,22,42,26,5.3,1,316,116.6,2015-04-19,Mac
32,ALL-MAC,280,101,3092,1867,7.6,11,41,2128.0,2015-04-19,Mac
62,acs-vilb4e,2,2,79,57,5.8,39,8,11.6,2015-04-19,Mac
61,acs-vilb3w,2,2,145,119,5.8,72,4,11.6,2015-04-19,Mac
60,acs-va228,15,10,50,31,3.1,3,62,46.5,2015-04-19,Mac
1758,acs-econ100,19,9,296,173,6.3,15,25,119.7,2015-04-26,Windows
1780,acs-pch104,8,4,147,65,0.0,18,0,0.0,2015-04-26,Windows
1760,acs-erc117,30,29,1019,445,12.3,33,22,369.0,2015-04-26,Windows
1761,acs-gl1al,25,18,674,372,15.8,26,36,395.0,2015-04-26,Windows
1762,acs-gl1t,46,31,1210,608,9.2,26,21,423.2,2015-04-26,Windows
1763,acs-gl1w,54,47,1302,687,25.0,24,62,1350.0,2015-04-26,Windows
1764,acs-gl2w,55,47,2480,1279,25.7,45,34,1413.5,2015-04-26,Windows
1765,acs-hss6033,2,2,25,14,4.7,12,23,9.4,2015-04-26,Windows
1781,acs-rcl,1,1,207,162,0.0,207,0,0.0,2015-04-26,Windows
1757,acs-ebu3a161,25,18,245,107,3.6,9,24,90.0,2015-04-26,Windows
1779,acs-osb10,1,1,10,4,1.1,10,6,1.1,2015-04-26,Windows
1776,acs-nsb2303,35,14,170,81,3.9,4,58,136.5,2015-04-26,Windows
1766,acs-irps,10,9,187,87,3.3,18,10,33.0,2015-04-26,Windows
1777,acs-nsb2311,1,1,2,2,0.7,2,20,0.7,2015-04-26,Windows
1775,acs-nsb1313a,3,2,6,4,13.3,2,400,39.9,2015-04-26,Windows
1774,acs-nsb1103a,1,1,1,1,10.0,1,600,10.0,2015-04-26,Windows
1773,acs-moms,3,2,443,279,0.0,147,0,0.0,2015-04-26,Windows
1772,acs-may3574,9,8,58,29,17.9,6,179,161.1,2015-04-26,Windows
1771,acs-may3544,7,6,44,26,15.3,6,152,107.1,2015-04-26,Windows
1770,acs-may3543,1,1,8,4,10.2,8,76,10.2,2015-04-26,Windows
1769,acs-may3229,1,1,3,2,3.2,3,64,3.2,2015-04-26,Windows
1768,acs-may2722,6,6,136,103,5.1,22,14,30.6,2015-04-26,Windows
1767,acs-may2544,13,6,42,34,2.0,3,40,26.0,2015-04-26,Windows
1756,acs-ebu3a108,10,8,84,52,7.6,8,57,76.0,2015-04-26,Windows
1778,acs-nsb2319,1,1,1,1,2.5,1,153,2.5,2015-04-26,Windows
1755,acs-ebu2-b035,2,2,25,10,35.7,12,178,71.4,2015-04-26,Windows
82,acs-osb10,1,1,1,1,0.1,1,3,0.1,2015-04-26,Mac
1753,acs-ebu2-335,13,13,125,111,16.7,9,111,217.1,2015-04-26,Windows
1729,ALL-VLAB,120,98,4585,1829,24.8,38,39,2976.0,2015-04-26,Windows
1730,ALL-XP,1104,475,24581,8515,12.4,22,33,13689.6,2015-04-26,Windows
1731,acms-ga,119,98,4584,1828,25.0,38,39,2975.0,2015-04-26,Windows
1732,acms-mae,1,1,1,1,0.0,1,0,0.0,2015-04-26,Windows
1733,acms-osd,3,1,6,2,0.1,2,1,0.3,2015-04-26,Windows
1734,acs-apm3402,26,16,103,71,2.8,3,56,72.8,2015-04-26,Windows
1735,acs-apm3432,41,16,531,361,2.8,12,13,114.8,2015-04-26,Windows
1736,acs-b349,28,26,600,376,18.6,21,53,520.8,2015-04-26,Windows
1737,acs-bh1449,1,1,2,2,6.6,2,198,6.6,2015-04-26,Windows
1738,acs-ccc,3,2,74,47,0.0,24,0,0.0,2015-04-26,Windows
1739,acs-courtrm,7,7,215,105,10.3,30,20,72.1,2015-04-26,Windows
1740,acs-csb115,30,28,147,104,3.7,4,55,111.0,2015-04-26,Windows
1741,acs-cseb220,30,16,256,35,11.3,8,84,339.0,2015-04-26,Windows
1742,acs-ebu2-127,2,2,25,13,13.5,12,67,27.0,2015-04-26,Windows
1743,acs-ebu2-131,2,2,2,2,1.2,1,73,2.4,2015-04-26,Windows
1782,acs-rh228,1,1,2,2,0.0,2,0,0.0,2015-04-26,Windows
1744,acs-ebu2-203,32,31,728,339,27.5,22,74,880.0,2015-04-26,Windows
1745,acs-ebu2-205,24,12,379,237,3.8,15,15,91.2,2015-04-26,Windows
1746,acs-ebu2-239,30,25,617,316,16.4,20,49,492.0,2015-04-26,Windows
1747,acs-ebu2-311,5,3,41,25,6.2,8,46,31.0,2015-04-26,Windows
1748,acs-ebu2-312,1,1,14,5,10.9,14,46,10.9,2015-04-26,Windows
1749,acs-ebu2-315,6,5,56,35,4.6,9,30,27.6,2015-04-26,Windows
1750,acs-ebu2-328,1,1,6,4,36.0,6,359,36.0,2015-04-26,Windows
1751,acs-ebu2-330,16,15,131,120,12.0,8,90,192.0,2015-04-26,Windows
1752,acs-ebu2-333,3,3,27,16,8.8,9,58,26.4,2015-04-26,Windows
1754,acs-ebu2-339,2,2,17,9,19.1,8,143,38.2,2015-04-26,Windows
1783,acs-rimac,3,3,163,120,14.9,54,16,44.7,2015-04-26,Windows
1784,acs-seq142,26,22,438,220,5.2,16,19,135.2,2015-04-26,Windows
1785,acs-sme143,49,40,1109,354,23.8,22,64,1166.2,2015-04-26,Windows
87,acs-rh228,4,2,7,4,1.5,1,91,6.0,2015-04-26,Mac
88,acs-rimac,3,3,114,95,19.6,38,30,58.8,2015-04-26,Mac
89,acs-sungod,9,9,458,332,25.1,50,30,225.9,2015-04-26,Mac
90,acs-va228,14,9,41,25,2.9,2,85,40.6,2015-04-26,Mac
91,acs-vilb3w,2,2,166,129,10.0,83,7,20.0,2015-04-26,Mac
92,acs-vilb4e,2,2,106,70,3.2,53,3,6.4,2015-04-26,Mac
93,acs-york1310,22,18,56,29,6.7,2,199,147.4,2015-04-26,Mac
94,acs-york3060,23,22,73,73,3.2,3,64,73.6,2015-04-26,Mac
95,acs-york3070,27,24,131,114,4.9,4,72,132.3,2015-04-26,Mac
66,ALL-MAC,302,125,2909,1885,5.6,9,37,1691.2,2015-04-26,Mac
67,acs-blb,5,4,51,32,12.1,10,72,60.5,2015-04-26,Mac
68,acs-cntr315,25,12,165,103,4.1,6,40,102.5,2015-04-26,Mac
69,acs-cpmc204,5,1,11,5,0.4,2,11,2.0,2015-04-26,Mac
83,acs-pch240,17,16,90,85,3.1,5,37,52.7,2015-04-26,Mac
71,acs-gh18b,9,6,39,29,2.1,4,31,18.9,2015-04-26,Mac
72,acs-gl1w,18,17,389,242,25.3,21,72,455.4,2015-04-26,Mac
73,acs-hh1155,1,1,2,2,0.2,2,7,0.2,2015-04-26,Mac
74,acs-hss6033,1,1,16,7,1.7,16,6,1.7,2015-04-26,Mac
75,acs-manb114,12,10,90,66,5.0,7,42,60.0,2015-04-26,Mac
76,acs-manb206,37,22,185,157,2.7,5,31,99.9,2015-04-26,Mac
77,acs-may2110,3,2,5,4,2.5,1,149,7.5,2015-04-26,Mac
78,acs-may2130,2,1,4,2,2.0,2,61,4.0,2015-04-26,Mac
79,acs-may2306,6,6,64,59,5.7,10,34,34.2,2015-04-26,Mac
80,acs-may2326,2,1,3,2,0.5,1,31,1.0,2015-04-26,Mac
81,acs-may4623,18,12,43,28,1.8,2,54,32.4,2015-04-26,Mac
86,acs-rcl,1,1,185,148,14.6,185,4,14.6,2015-04-26,Mac
85,acs-raza,8,6,80,52,4.3,10,25,34.4,2015-04-26,Mac
70,acs-gh145,1,1,7,3,12.4,7,106,12.4,2015-04-26,Mac
1812,acs-yh4124,14,13,19,18,2.8,1,167,39.2,2015-04-26,Windows
84,acs-pch264,24,14,327,187,10.2,13,47,244.8,2015-04-26,Mac
1786,acs-sungod,9,9,563,366,28.3,62,27,254.7,2015-04-26,Windows
1787,acs-treetop,13,13,827,352,19.3,63,18,250.9,2015-04-26,Windows
1788,acs-triton,28,27,2342,1297,21.3,83,15,596.4,2015-04-26,Windows
1789,acs-usrsrvs,1,1,8,7,0.1,8,0,0.1,2015-04-26,Windows
1790,acs-va228,4,2,13,7,0.1,3,1,0.4,2015-04-26,Windows
1791,acs-va231,2,2,7,3,18.1,3,362,36.2,2015-04-26,Windows
1792,acs-vilb3w,1,1,135,117,5.7,135,2,5.7,2015-04-26,Windows
1793,acs-vilb4e,4,4,270,154,6.1,67,5,24.4,2015-04-26,Windows
1794,acs-wlh2211,14,14,152,97,14.5,10,86,203.0,2015-04-26,Windows
1795,acs-wlh2212,20,12,67,30,6.8,3,135,136.0,2015-04-26,Windows
1796,acs-wlh2213a,14,12,40,36,2.8,2,82,39.2,2015-04-26,Windows
1797,acs-wlh2214,5,5,140,91,17.3,28,37,86.5,2015-04-26,Windows
1759,acs-econ304,15,11,198,54,21.9,13,101,328.5,2015-04-26,Windows
1799,acs-wlh2216,5,5,31,20,9.2,6,92,46.0,2015-04-26,Windows
1798,acs-wlh2215,15,15,84,76,6.8,5,81,102.0,2015-04-26,Windows
1811,acs-yh3136,1,1,17,10,3.0,17,10,3.0,2015-04-26,Windows
1810,acs-yh3020,21,9,72,37,4.9,3,98,102.9,2015-04-26,Windows
1809,acs-yh2432,7,7,102,37,31.9,14,136,223.3,2015-04-26,Windows
1807,acs-yh2332,1,1,11,5,24.5,11,133,24.5,2015-04-26,Windows
1806,acs-yh2310,1,1,12,6,24.8,12,123,24.8,2015-04-26,Windows
1808,acs-yh2410,7,7,109,48,32.8,15,131,229.6,2015-04-26,Windows
1804,acs-yh1322,3,3,5,2,7.3,1,439,21.9,2015-04-26,Windows
1803,acs-yh1150,1,1,1,1,10.0,1,600,10.0,2015-04-26,Windows
1802,acs-yh1146,5,3,14,7,11.5,2,344,57.5,2015-04-26,Windows
1801,acs-wlh2217c,5,5,76,66,24.5,15,97,122.5,2015-04-26,Windows
1800,acs-wlh2217a,9,6,35,14,8.2,3,163,73.8,2015-04-26,Windows
1805,acs-yh1344,5,4,7,1,9.1,1,544,45.5,2015-04-26,Windows
1140,acs-raza,8,5,66,47,5.9,8,44,47.2,2015-05-03,Mac
1137,acs-pch240,18,17,225,205,6.7,12,33,120.6,2015-05-03,Mac
1138,acs-pch264,23,11,316,190,9.6,13,44,220.8,2015-05-03,Mac
1139,acs-pch440,2,2,2,2,1.4,1,83,2.8,2015-05-03,Mac
1141,acs-rcl,1,1,183,151,10.7,183,3,10.7,2015-05-03,Mac
1148,acs-york1310,21,19,44,27,5.2,2,155,109.2,2015-05-03,Mac
1143,acs-rimac,3,3,102,84,13.8,34,24,41.4,2015-05-03,Mac
1144,acs-sungod,9,9,410,313,16.6,45,22,149.4,2015-05-03,Mac
1150,acs-york3070,27,27,114,97,3.6,4,53,97.2,2015-05-03,Mac
1149,acs-york3060,18,12,33,32,1.6,1,94,28.8,2015-05-03,Mac
1136,acs-osb10,1,1,4,2,0.8,4,11,0.8,2015-05-03,Mac
1147,acs-vilb4e,2,2,82,58,3.2,41,4,6.4,2015-05-03,Mac
1142,acs-rh228,4,3,14,7,3.5,3,69,14.0,2015-05-03,Mac
1135,acs-mgh2116,1,1,1,1,0.2,1,10,0.2,2015-05-03,Mac
1128,acs-manb114,10,4,64,40,5.8,6,57,58.0,2015-05-03,Mac
1133,acs-may2326,8,8,79,74,8.3,9,55,66.4,2015-05-03,Mac
1132,acs-may2306,8,7,71,66,9.0,8,67,72.0,2015-05-03,Mac
1131,acs-may2130,2,1,4,2,1.0,2,31,2.0,2015-05-03,Mac
1130,acs-may2110,2,1,5,3,3.0,2,89,6.0,2015-05-03,Mac
1129,acs-manb206,37,20,193,148,4.3,5,51,159.1,2015-05-03,Mac
1127,acs-hss6033,1,1,11,8,1.0,11,5,1.0,2015-05-03,Mac
1126,acs-hh1155,1,1,1,1,0.2,1,14,0.2,2015-05-03,Mac
1125,acs-gl1w,18,18,321,219,19.9,17,70,358.2,2015-05-03,Mac
1124,acs-gh18b,11,5,42,28,2.0,3,40,22.0,2015-05-03,Mac
1123,acs-gh145,1,1,4,1,1.1,4,17,1.1,2015-05-03,Mac
1122,acs-cpmc204,6,3,27,11,1.9,4,28,11.4,2015-05-03,Mac
1121,acs-cpmc201,1,1,1,1,10.0,1,600,10.0,2015-05-03,Mac
1119,acs-blb,5,5,52,33,14.7,10,88,73.5,2015-05-03,Mac
1118,ALL-MAC,305,106,2882,1933,5.2,9,34,1586.0,2015-05-03,Mac
1134,acs-may4623,17,7,31,18,2.0,1,120,34.0,2015-05-03,Mac
1120,acs-cntr315,24,11,195,114,5.6,8,42,134.4,2015-05-03,Mac
4279,acs-yh3136,1,1,9,6,3.2,9,21,3.2,2015-05-03,Windows
1146,acs-vilb3w,2,2,137,110,5.8,68,5,11.6,2015-05-03,Mac
4221,acs-ebu2-333,3,3,24,13,9.4,8,70,28.2,2015-05-03,Windows
4222,acs-ebu2-335,13,13,175,123,15.0,13,69,195.0,2015-05-03,Windows
4223,acs-ebu2-339,2,2,14,7,10.3,7,88,20.6,2015-05-03,Windows
4224,acs-ebu2-b035,2,2,22,12,40.5,11,220,81.0,2015-05-03,Windows
4225,acs-ebu3a108,9,8,61,51,10.5,6,104,94.5,2015-05-03,Windows
4226,acs-ebu3a161,25,13,217,95,3.8,8,28,95.0,2015-05-03,Windows
4227,acs-econ100,20,12,281,164,7.4,14,31,148.0,2015-05-03,Windows
4220,acs-ebu2-330,16,16,200,128,14.7,12,73,235.2,2015-05-03,Windows
4228,acs-econ304,15,11,160,59,16.5,10,99,247.5,2015-05-03,Windows
4230,acs-gl1al,25,18,674,376,14.3,26,33,357.5,2015-05-03,Windows
4231,acs-gl1t,47,35,1108,572,12.0,23,31,564.0,2015-05-03,Windows
4232,acs-gl1w,53,46,1182,599,21.3,22,58,1128.9,2015-05-03,Windows
4233,acs-gl2w,55,45,2137,1144,19.8,38,31,1089.0,2015-05-03,Windows
4234,acs-hh1155,1,1,1,1,0.1,1,5,0.1,2015-05-03,Windows
4235,acs-hss6033,2,2,31,15,4.9,15,19,9.8,2015-05-03,Windows
4236,acs-irps,10,10,205,92,7.5,20,22,75.0,2015-05-03,Windows
4229,acs-erc117,30,29,784,475,15.0,26,34,450.0,2015-05-03,Windows
4219,acs-ebu2-328,1,1,1,1,10.0,1,600,10.0,2015-05-03,Windows
4218,acs-ebu2-315,5,5,114,72,10.9,22,29,54.5,2015-05-03,Windows
4217,acs-ebu2-312,1,1,11,6,16.1,11,88,16.1,2015-05-03,Windows
4200,acms-ga,108,95,3617,1381,22.9,33,41,2473.2,2015-05-03,Windows
4201,acms-osd,2,1,7,2,0.0,3,0,0.0,2015-05-03,Windows
4202,acs-apm3402,27,26,74,55,2.7,2,81,72.9,2015-05-03,Windows
4203,acs-apm3432,43,20,375,196,2.5,8,18,107.5,2015-05-03,Windows
4204,acs-b349,28,23,480,277,18.3,17,64,512.4,2015-05-03,Windows
4205,acs-bh1309,1,1,3,2,1.2,3,24,1.2,2015-05-03,Windows
4206,acs-bh1449,1,1,1,1,0.0,1,1,0.0,2015-05-03,Windows
4207,acs-ccc,3,2,67,45,0.0,22,0,0.0,2015-05-03,Windows
4208,acs-courtrm,7,6,236,106,11.9,33,21,83.3,2015-05-03,Windows
4209,acs-csb115,30,28,160,113,3.7,5,44,111.0,2015-05-03,Windows
4210,acs-cseb220,27,16,174,30,16.8,6,167,453.6,2015-05-03,Windows
4211,acs-ebu2-127,2,2,7,5,2.7,3,54,5.4,2015-05-03,Windows
4212,acs-ebu2-131,1,1,3,3,0.5,3,10,0.5,2015-05-03,Windows
4213,acs-ebu2-203,32,30,696,327,24.9,21,71,796.8,2015-05-03,Windows
4214,acs-ebu2-205,25,17,409,217,9.5,16,35,237.5,2015-05-03,Windows
4215,acs-ebu2-239,31,24,792,300,11.0,25,26,341.0,2015-05-03,Windows
4216,acs-ebu2-311,5,4,35,20,1.2,7,10,6.0,2015-05-03,Windows
4237,acs-may2544,15,14,163,146,14.8,10,88,222.0,2015-05-03,Windows
4238,acs-may2574,1,1,1,1,0.1,1,7,0.1,2015-05-03,Windows
4239,acs-may2722,6,6,88,66,6.3,14,26,37.8,2015-05-03,Windows
4240,acs-may3229,1,1,2,2,0.8,2,23,0.8,2015-05-03,Windows
4262,acs-vilb3w,1,1,117,98,3.3,117,1,3.3,2015-05-03,Windows
4263,acs-vilb4e,4,4,238,135,5.3,59,5,21.2,2015-05-03,Windows
4264,acs-wlh2211,14,14,220,165,26.1,15,104,365.4,2015-05-03,Windows
4265,acs-wlh2212,20,17,148,45,13.0,7,111,260.0,2015-05-03,Windows
4266,acs-wlh2213a,15,15,86,78,9.8,5,117,147.0,2015-05-03,Windows
4267,acs-wlh2214,5,5,127,72,23.8,25,57,119.0,2015-05-03,Windows
4268,acs-wlh2215,15,15,125,101,12.3,8,92,184.5,2015-05-03,Windows
4269,acs-wlh2216,5,5,52,27,18.9,10,113,94.5,2015-05-03,Windows
4270,acs-wlh2217a,9,7,39,20,5.9,4,88,53.1,2015-05-03,Windows
4271,acs-wlh2217c,5,5,90,67,27.1,18,90,135.5,2015-05-03,Windows
4272,acs-yh1146,4,2,6,2,9.6,1,578,38.4,2015-05-03,Windows
4273,acs-yh1344,3,2,3,2,6.8,1,405,20.4,2015-05-03,Windows
4274,acs-yh2310,1,1,8,4,15.3,8,114,15.3,2015-05-03,Windows
4275,acs-yh2332,1,1,10,4,15.5,10,93,15.5,2015-05-03,Windows
4276,acs-yh2410,7,7,95,43,18.2,13,83,127.4,2015-05-03,Windows
4277,acs-yh2432,7,7,112,37,23.3,16,87,163.1,2015-05-03,Windows
4278,acs-yh3020,24,19,113,73,3.5,4,53,84.0,2015-05-03,Windows
4261,acs-va231,1,1,5,3,8.2,5,98,8.2,2015-05-03,Windows
4199,ALL-XP,1088,485,22563,7860,12.5,20,37,13600.0,2015-05-03,Windows
4260,acs-va228,2,2,8,6,8.0,4,119,16.0,2015-05-03,Windows
4258,acs-triton,28,27,2329,1329,22.4,83,16,627.2,2015-05-03,Windows
4241,acs-may3543,1,1,4,2,1.8,4,26,1.8,2015-05-03,Windows
4242,acs-may3544,7,6,47,28,12.1,6,120,84.7,2015-05-03,Windows
4243,acs-may3574,9,9,48,28,12.0,5,143,108.0,2015-05-03,Windows
4244,acs-moms,3,3,417,268,0.0,139,0,0.0,2015-05-03,Windows
4245,acs-nsb1313a,5,5,7,1,10.0,1,600,50.0,2015-05-03,Windows
4246,acs-nsb2303,34,13,187,97,2.6,5,31,88.4,2015-05-03,Windows
4247,acs-nsb2319,1,1,1,1,10.0,1,600,10.0,2015-05-03,Windows
4248,acs-osb10,1,1,2,2,0.1,2,4,0.1,2015-05-03,Windows
4249,acs-pch104,8,4,165,86,0.0,20,0,0.0,2015-05-03,Windows
4250,acs-rcl,1,1,185,158,6.0,185,1,6.0,2015-05-03,Windows
4251,acs-rh228,1,1,5,4,2.1,5,25,2.1,2015-05-03,Windows
4252,acs-rimac,3,3,131,106,10.8,43,15,32.4,2015-05-03,Windows
4253,acs-seq142,25,15,366,219,7.9,14,34,197.5,2015-05-03,Windows
4254,acs-sme143,50,43,941,312,15.8,18,52,790.0,2015-05-03,Windows
4255,acs-sme320,1,1,1,1,0.0,1,2,0.0,2015-05-03,Windows
4256,acs-sungod,9,9,565,347,22.6,62,21,203.4,2015-05-03,Windows
4257,acs-treetop,13,13,730,339,22.8,56,24,296.4,2015-05-03,Windows
4259,acs-usrsrvs,1,1,6,4,0.5,6,4,0.5,2015-05-03,Windows
4280,acs-yh4124,12,10,23,20,3.1,1,184,37.2,2015-05-03,Windows
4198,ALL-VLAB,108,95,3617,1381,22.9,33,41,2473.2,2015-05-03,Windows
1145,acs-va228,13,7,48,26,6.8,3,136,88.4,2015-05-03,Mac
4138,acs-ebu2-330,16,15,117,113,10.7,7,91,171.2,2015-05-10,Windows
4139,acs-ebu2-333,3,3,19,13,4.9,6,48,14.7,2015-05-10,Windows
4140,acs-ebu2-335,13,13,107,101,12.2,8,91,158.6,2015-05-10,Windows
4141,acs-ebu2-339,2,2,25,11,12.7,12,63,25.4,2015-05-10,Windows
4142,acs-ebu2-b035,2,2,24,13,41.5,12,207,83.0,2015-05-10,Windows
4143,acs-ebu3a108,10,8,69,51,9.1,6,90,91.0,2015-05-10,Windows
4144,acs-ebu3a161,21,8,126,70,2.5,6,25,52.5,2015-05-10,Windows
4137,acs-ebu2-328,2,2,17,5,0.2,8,1,0.4,2015-05-10,Windows
4145,acs-econ100,20,17,417,228,12.9,20,38,258.0,2015-05-10,Windows
4147,acs-erc117,30,24,689,358,17.8,22,48,534.0,2015-05-10,Windows
4148,acs-gl1al,25,19,723,372,18.6,28,39,465.0,2015-05-10,Windows
4149,acs-gl1t,46,32,1137,588,13.3,24,33,611.8,2015-05-10,Windows
4150,acs-gl1w,54,45,1263,593,22.2,23,57,1198.8,2015-05-10,Windows
4151,acs-gl2w,55,43,2169,1159,23.6,39,36,1298.0,2015-05-10,Windows
4152,acs-hss6033,2,2,38,22,3.9,19,12,7.8,2015-05-10,Windows
4153,acs-irps,10,10,191,87,7.7,19,24,77.0,2015-05-10,Windows
4146,acs-econ304,14,12,167,50,17.6,11,96,246.4,2015-05-10,Windows
4136,acs-ebu2-315,6,6,179,90,14.7,29,30,88.2,2015-05-10,Windows
4135,acs-ebu2-312,1,1,15,9,13.9,15,55,13.9,2015-05-10,Windows
4134,acs-ebu2-311,6,3,14,12,10.6,2,318,63.6,2015-05-10,Windows
4117,ALL-VLAB,113,99,4192,1583,25.9,37,42,2926.7,2015-05-10,Windows
4118,ALL-XP,1097,510,23630,8068,13.4,21,38,14699.8,2015-05-10,Windows
4119,acms-ga,113,99,4192,1583,25.9,37,42,2926.7,2015-05-10,Windows
4120,acms-osd,1,1,2,1,0.1,2,3,0.1,2015-05-10,Windows
4121,acs-apm3402,28,26,103,85,3.8,3,75,106.4,2015-05-10,Windows
4122,acs-apm3432,40,15,334,182,2.5,8,18,100.0,2015-05-10,Windows
4123,acs-b349,28,23,639,342,19.3,22,52,540.4,2015-05-10,Windows
4124,acs-bh1309,1,1,1,1,0.1,1,5,0.1,2015-05-10,Windows
4125,acs-ccc,3,2,84,45,0.0,28,0,0.0,2015-05-10,Windows
4126,acs-courtrm,7,6,295,111,16.8,42,23,117.6,2015-05-10,Windows
4127,acs-csb115,30,26,135,92,2.4,4,36,72.0,2015-05-10,Windows
4128,acs-cseb220,29,15,178,30,13.4,6,133,388.6,2015-05-10,Windows
4129,acs-ebu2-127,2,2,23,13,14.5,11,79,29.0,2015-05-10,Windows
4130,acs-ebu2-131,1,1,2,2,1.4,2,41,1.4,2015-05-10,Windows
4131,acs-ebu2-203,32,30,685,324,24.6,21,70,787.2,2015-05-10,Windows
4132,acs-ebu2-205,25,18,357,208,11.2,14,48,280.0,2015-05-10,Windows
4133,acs-ebu2-239,31,25,739,295,18.0,23,46,558.0,2015-05-10,Windows
4154,acs-may2544,15,12,156,125,11.5,10,68,172.5,2015-05-10,Windows
4155,acs-may2722,6,6,114,94,9.8,19,30,58.8,2015-05-10,Windows
4196,acs-yh3136,1,1,14,7,1.6,14,6,1.6,2015-05-10,Windows
4157,acs-may3544,7,7,43,28,11.2,6,111,78.4,2015-05-10,Windows
4179,acs-vilb4e,4,4,233,134,8.7,58,9,34.8,2015-05-10,Windows
4180,acs-wlh2211,14,13,127,87,11.4,9,76,159.6,2015-05-10,Windows
4181,acs-wlh2212,19,14,102,40,8.1,5,97,153.9,2015-05-10,Windows
4182,acs-wlh2213a,14,12,28,24,2.6,2,76,36.4,2015-05-10,Windows
4183,acs-wlh2214,5,5,93,60,21.8,18,72,109.0,2015-05-10,Windows
4184,acs-wlh2215,15,15,79,66,8.0,5,96,120.0,2015-05-10,Windows
4185,acs-wlh2216,5,5,73,38,20.6,14,88,103.0,2015-05-10,Windows
4186,acs-wlh2217a,9,5,22,8,5.1,2,152,45.9,2015-05-10,Windows
4187,acs-wlh2217c,5,5,79,60,24.5,15,97,122.5,2015-05-10,Windows
4188,acs-yh1146,2,1,2,2,10.0,1,600,20.0,2015-05-10,Windows
4189,acs-yh1150,1,1,2,2,0.0,2,0,0.0,2015-05-10,Windows
4190,acs-yh1344,3,2,5,2,9.2,1,552,27.6,2015-05-10,Windows
4191,acs-yh2310,1,1,12,4,18.2,12,91,18.2,2015-05-10,Windows
4192,acs-yh2332,1,1,9,4,22.2,9,147,22.2,2015-05-10,Windows
4193,acs-yh2410,7,7,186,59,27.1,26,62,189.7,2015-05-10,Windows
4194,acs-yh2432,7,7,151,48,21.1,21,60,147.7,2015-05-10,Windows
4195,acs-yh3020,22,21,185,104,9.4,8,70,206.8,2015-05-10,Windows
4178,acs-vilb3w,1,1,132,106,7.7,132,3,7.7,2015-05-10,Windows
4197,acs-yh4124,13,12,21,18,3.3,1,200,42.9,2015-05-10,Windows
4177,acs-va231,1,1,1,1,4.5,1,269,4.5,2015-05-10,Windows
4175,acs-usrsrvs,1,1,17,8,0.2,17,0,0.2,2015-05-10,Windows
